,gyroX,gyroY,gyroZ
0,0.020865201897995,0.0055081044192091,0.013500556753479
1,0.016674885982603,0.024960314233144,0.012150790418969
2,0.004599748022213,0.0086829994885172,0.013797031732061
3,-0.0067658331350413,-0.0023484765782276,0.013512633914581
4,-0.0021740739344633,0.0031635733620916,0.013464113719488
5,0.0023361336052472,0.0062727706645949,0.012331097862738
6,0.0013720950235122,0.0031117006061513,0.014896106783166
7,0.015215337291535,-0.0055399776990827,0.015855158335492
8,0.013113081921651,0.001779940944783,0.013155208497641
9,0.00034659193396909,0.0034888939746412,0.012659686732888
10,-0.001304217177701,-0.0024603692107854,0.011450012078486
11,-0.015654628074803,0.0039775308128356,0.0060893593701583
12,-0.012471535458431,0.0044359916581927,0.0045457172080685
13,-0.008436014285468,0.003637661190622,0.0057585546246922
14,-0.0025228082988334,-0.0015060353893905,0.0047528133489564
15,-0.0054530618951195,0.00043719024979957,0.0052247130890423
16,-0.0067572801177056,0.0067982524089576,0.00021742258885891
17,-0.0062767147172497,0.0096763424931263,-0.0014956928539858
18,-0.0026773682618255,-0.0083946626274286,-0.0002576272047587
19,-0.0050900501206004,-0.023284179980919,-0.00051417664361745
20,0.013663596706831,-0.0048485430690641,-0.0029648674112742
21,0.0085419999761792,0.022714510684725,-0.0027126465277506
22,0.01712400269086,0.014740780130719,-0.0016464301799924
23,0.0062967532864755,-0.0056607248088805,-0.0023525932648496
24,-0.000839385622551,-0.012774537131516,-0.0031907477329459
25,-0.006040879392675,-0.012701674780788,-0.0046985736168959
26,-0.0074700595325219,-0.0060118269802557,-0.0084612407550922
27,-0.0036660422677196,0.0077076031821785,-0.01117978616297
28,-0.00455551553368,0.018450411904961,-0.014405877591247
29,0.0033408210870196,0.0085573276382408,-0.016158495690747
30,-0.0017955003125133,0.0034341305136743,-0.021240962914274
31,0.001303256546251,-0.0041809006930983,-0.030816909689296
32,0.0061662770759087,-0.020837652685236,-0.03388574572714
33,0.0029846166250667,-0.011128122323749,-0.035076518069236
34,-0.0025742061181348,0.0042923214326477,-0.038254384165587
35,-0.0048907170729163,-0.0014468174213572,-0.048793980632722
36,-0.011943327734119,-0.010325073242756,-0.060043641214996
37,-0.013931633823749,-0.0040716835874205,-0.069043126591356
38,-0.010237362629923,0.0079065850100193,-0.079602989984548
39,-0.02174330964985,0.00067801616464079,-0.098084331419042
40,-0.022924751467595,-0.0031309720881599,-0.12128390833719
41,-0.022875011890082,0.0010590586173498,-0.13869359748818
42,-0.023906654897863,0.0062114607269496,-0.15602556136028
43,-0.006854655395309,0.0096398200394364,-0.16953126981076
44,-0.00026535715645503,-0.0064603188488547,-0.18144550322261
45,0.0032092249598072,-0.01523285702848,-0.19465820960418
46,0.021941552636736,-0.012210914979441,-0.20202450097166
47,0.038136973466649,0.011377659296405,-0.21382287651553
48,0.051251213818856,0.010919812578876,-0.22481882747655
49,0.048333935817654,-0.0067532273635129,-0.2328476404852
50,0.062664628163946,-0.01909025994071,-0.24700590392104
51,0.040775665818546,-0.0060294608925787,-0.25961886127777
52,0.027774345678649,0.017188377024007,-0.27279381678251
53,0.032445657686423,0.019850310327048,-0.28150644721034
54,0.034442141266933,-0.0048858404341946,-0.28961629734159
55,0.01855335121046,-0.043984879670636,-0.29892665587118
56,0.033537077507449,-0.05421694203893,-0.30217781368842
57,0.040754692151697,-0.037561532558428,-0.30554005983742
58,0.0012359245087223,0.02110558484858,-0.318744950837
59,-0.030999124063858,0.045842035235652,-0.3371288948451
60,-0.022661255631931,0.034715636052449,-0.35365854595599
61,-0.022992187715112,-0.047627559891258,-0.36009426075516
62,-0.02162129924464,-0.071105856420654,-0.35682302120715
63,-0.00040433947521827,-0.029411027176335,-0.34790164342942
64,0.0126349474221,0.020173564174154,-0.34502092566644
65,0.0051811465776559,0.0087472896000435,-0.34642209623732
66,0.012923458726899,-0.028247571695487,-0.34663863228377
67,0.0082734222530677,-0.028389571383304,-0.3461711117269
68,-0.012309040895686,-0.012057182834077,-0.34661265800256
69,0.0023204215774031,-0.014262262097267,-0.34590622896732
70,-0.0043313847486723,-0.061468818494623,-0.34546696154952
71,-0.0037569063990768,-0.090143431542352,-0.352305770626
72,-0.0022448169101376,-0.08678066942374,-0.35268404956938
73,-0.013898108360601,-0.044982639749582,-0.35625169367442
74,-0.016311679184715,0.019004149288868,-0.35619179402016
75,-0.035643438318354,0.037798489395916,-0.35697048382194
76,-0.031184680765608,0.0099870056079856,-0.36288200141854
77,-0.056774995619011,-0.0031294898284472,-0.36722522096686
78,-0.04124695013739,-0.0070233636619274,-0.3689016916441
79,-0.023150095516487,0.011886743403266,-0.3664590503615
