,posErrX,posErrY,posErrZ,velErrX,velErrY,velErrZ,orientErrR,orientErrP,orientErrY,accBiasX,accBiasY,accBiasZ,gyrBiasX,gyrBiasY,gyrBiasZ
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-07,1e-07,1e-07
1,-0.1699723428496327,-0.3089625388679451,-0.015719431707694853,-3.55631463972883e-08,1.3687681548869058e-07,1e-07,-3.5563146397288304e-09,1.3687681548869056e-08,1e-08,9.99999963e-07,9.99999963e-07,9.99999963e-07,9.709999999999999e-08,9.709999999999999e-08,9.709999999999999e-08
2,-0.07772736840500065,-0.12340652372339796,-0.046260583427911166,-0.005147543916369255,-0.008172480722321688,-0.0030635147965541085,-3.6311403628888293e-09,1.3197172158219017e-08,9.617389499059153e-09,9.999999260000014e-07,9.999999260000014e-07,9.999999260000014e-07,9.428409999999999e-08,9.428409999999999e-08,9.428409999999999e-08
3,-0.008562322712659142,0.006396355496849052,-0.07470439741444697,-0.0012608733955380858,0.0009412675919196433,-0.010981551347285002,-1.1207452395911736e-07,-3.740308888573896e-08,8.15922018687928e-06,1.3735085741549192e-06,4.2580087510989875e-06,-2.1922110241610106e-05,9.154986109999999e-08,9.154986109999999e-08,9.154986109999999e-08
4,0.018199091967757194,0.05221775688636156,-0.10103463455524764,0.0042485174739853885,0.012183040605072167,-0.023565853344215123,-1.6067144052013646e-06,5.556036267693022e-07,-8.221740508129865e-06,5.6261459522074704e-05,1.4801175205785445e-05,-0.0001240413502875984,8.434333682122772e-08,1.1116364375628643e-07,-2.9435472637234086e-08
5,0.026183133216045734,0.06136373261219588,-0.12504323340905688,0.008354079729355484,0.01953225040074298,-0.03978197678904427,-3.9889334987212395e-06,1.614829863106974e-06,-4.808473329748854e-05,0.0001971732304540414,3.1703929413575335e-05,-0.0003900483575732041,6.562243944638781e-08,2.2008261650864472e-07,-1.3419198285986182e-06
6,0.02676298125751192,0.05606502364065605,-0.14594464211426167,0.010714703671839432,0.022340592710342923,-0.05810262265729341,-6.502509044697881e-06,2.841414117599393e-06,-0.0001042013197897833,0.00042216873877744157,4.856472361843215e-05,-0.0009201411911762059,3.2530091334603935e-08,4.858953852421786e-07,-5.449549393379742e-06
7,0.02450716183098749,0.04527181697450468,-0.16317143911095638,0.011665512888216635,0.02138132586948126,-0.07693893043848718,-8.561330888148976e-06,4.020526300444878e-06,-0.00017112577337673797,0.0007043886469542506,5.463583213416767e-05,-0.0018150898831982426,-8.539969735384108e-09,9.435897948566853e-07,-1.4083821475166896e-05
8,0.02125184535934926,0.032647305158084006,-0.17645716249528362,0.011599508050637069,0.017608353634089965,-0.09489571723717875,-9.760294641624192e-06,5.017397471313334e-06,-0.00024492061584185243,0.0010012674363437664,3.6290075873643705e-05,-0.003163169426500582,-3.9517868984392066e-08,1.5802786059490067e-06,-2.884234086112915e-05
9,0.017755987553571273,0.019762295573558842,-0.1857659120323078,0.010836928412413785,0.011864532818656383,-0.11088137602528486,-9.830548619760758e-06,5.75002202377222e-06,-0.00032211768975071197,0.0012616258346430478,-2.1561464813728027e-05,-0.005030555656838221,-3.056396015208217e-08,2.3321231766983468e-06,-5.099125897157518e-05
10,0.014346120050565184,0.007333167934991877,-0.19122281181378792,0.009622774178485564,0.004847282199922799,-0.1241351693996926,-8.608561412382631e-06,6.172849112023602e-06,-0.0003993149407159914,0.0014310890815560993,-0.00013424686182880955,-0.007455508103894151,5.83047064159004e-08,3.089210441526631e-06,-8.131254327621337e-05
11,0.011168829225205288,-0.004293306769827274,-0.1930605395482828,0.008144289591361266,-0.0028778584426505565,-0.13420632475729255,-6.016589273538501e-06,6.268688169970343e-06,-0.000473229690768903,0.0014562864008162894,-0.0003163811043944891,-0.010445968349031306,2.745499743017659e-07,3.7055432907643994e-06,-0.00012000986291866515
12,0.008290945535231489,-0.014945909684575114,-0.1915776262359877,0.006544680867413763,-0.010862468097211975,-0.14090566733240034,-2.0465287701872965e-06,6.04346187658047e-06,-0.0005408982518595353,0.00128799627661503,-0.0005812099695143345,-0.013979837010339329,6.700407345993988e-07,4.0117462490996e-06,-0.00016668345899070866
13,0.005740466082909541,-0.02454745989936102,-0.18710576102135554,0.004931896988532421,-0.01876297440660614,-0.1442454303369214,3.2556639480270183e-06,5.52144841971013e-06,-0.0005998528846637279,0.0008833126697589222,-0.0009402316600500038,-0.018007080298770396,1.2980629819456278e-06,3.828417563052598e-06,-0.00022037007775734422
14,0.0035243371224642768,-0.03307706817483531,-0.1799850059518214,0.0033848244168493556,-0.026328166152551315,-0.14437883976409674,9.804593646358518e-06,4.740641476858117e-06,-0.0006482212266995219,0.00020694066636591174,-0.0014030474387635682,-0.02245288416023469,2.2107228426285267e-06,2.97856607889392e-06,-0.0002796330589846272
15,0.0016370484111339059,-0.04054993983864463,-0.17054622882181136,0.00195844889710241,-0.033385425552598526,-0.14154687180195696,1.7488042944833283e-05,3.748500274797579e-06,-0.000684749089475974,-0.0007682220127239029,-0.0019773797745193276,-0.027221239793090497,3.456889520789711e-06,1.2981612196711865e-06,-0.0003426831941480628
16,-0.001348388595333508,-0.04892989522675734,-0.1578744855883265,-0.0005591743624284117,-0.04143962799534902,-0.13500754926130584,2.7860734405664636e-05,1.4408357476621214e-06,-0.0006282877504020627,-0.002134603771700407,-0.0026596548139890858,-0.03216022498822295,5.0563279949788794e-06,-1.5979055264775607e-06,-0.0003977084410032955
17,3.7339123299950954e-05,-0.051132479847288914,-0.14371211148727556,0.0007156377940180027,-0.04442855290593411,-0.12624411380620731,3.452316586130704e-05,2.379217075734128e-06,-0.0007908295294274747,-0.0036944405797433204,-0.003488161733307382,-0.037141737844167404,7.132557183676993e-06,-5.132502021842946e-06,-0.0004708790820215044
18,0.00053198224996443,-0.04929888347753698,-0.13024624547239338,0.0011734663588809106,-0.043836269515399255,-0.11725395685651056,3.800809780486268e-05,2.707658824874905e-06,-0.0008354509491273512,-0.005339168080519399,-0.004377594327600146,-0.04210224777710849,9.4259936875071e-06,-8.991600247399051e-06,-0.000548407374823341
19,0.026357369103643426,0.0044166967609928125,-0.11808632255926814,0.02540502519625683,0.0030759737157253523,-0.10879137330798609,-1.6231068116094963e-05,3.062692124513237e-05,-0.0026185694747686374,-0.0046796657008060264,-0.005215207406605026,-0.04700693299295614,1.1522663566206739e-05,-4.887497474691989e-06,-0.0008652200798583843
20,0.010072864934192238,-0.026251884730139535,-0.10759067630290545,0.010388688806946251,-0.024544917664996814,-0.10123383458900553,2.082575776253083e-05,1.4380551295705753e-05,-0.0016317228929198352,-0.005517138280288935,-0.006138922633177728,-0.051851075676395283,1.4032930363017241e-05,-6.219269717303993e-06,-0.0010408362759505244
21,0.0026822859510042163,-0.034634356962367205,-0.09672895402522881,0.003377322971353819,-0.0326213969698339,-0.09296460641933059,3.61564636835147e-05,6.12504577754398e-06,-0.001114291728244051,-0.006941188191244142,-0.007016670893479503,-0.056545449363056166,1.6497534767858093e-05,-9.878878061392697e-06,-0.0011447494933246574
22,0.028040486789719956,0.013771241072951749,-0.08692873254921347,0.02802617850730356,0.011498002638833254,-0.08537829811212863,-2.9782486007477553e-05,4.287803177070278e-05,-0.0030061757237938775,-0.005656567782916068,-0.007901119612566981,-0.06106843569136045,1.9099580351742745e-05,-3.1327304852958085e-06,-0.0014930949608041957
23,0.007318399514924661,-0.018549360880865666,-0.07846364236856866,0.008074575833859359,-0.01836624422761334,-0.07867542455864593,2.043382385591403e-05,1.4741411223490349e-05,-0.0015879286992151334,-0.006385118213623373,-0.008702390019376043,-0.06542876390032389,2.1460652575804932e-05,-4.554641214836886e-06,-0.0016481978423421946
24,0.02822629253044255,0.02141175550060502,-0.06931071411703298,0.02855621983927381,0.01893210118930472,-0.0711908074040892,-4.493659331226261e-05,5.040714775068563e-05,-0.002886876918441292,-0.004528423493198823,-0.009505182821169217,-0.06952306923830262,2.3848058933932607e-05,4.382344132094969e-06,-0.0019553049688714455
25,0.005139183607278625,-0.017487071889328326,-0.06056292761358552,0.006124795300305175,-0.017612378964670904,-0.0638053650494607,2.499588936985108e-05,1.3070573977343773e-05,-0.0014167759996080655,-0.005350694714977385,-0.010259796246663398,-0.07331601174276384,2.612902822013125e-05,1.9364425474487954e-06,-0.0020672544187620417
26,-0.0012239143947754927,-0.03128321624097546,-0.053562300144671324,-4.2857367912568995e-05,-0.03103378589088216,-0.057919973314556415,5.612908767909182e-05,1.279970666437196e-06,-0.0012129081835089077,-0.0072075999949075525,-0.011116744648423937,-0.07685998499060272,2.8906437943891937e-05,-5.012581084215461e-06,-0.002154034035777871
27,0.023101729591853026,0.019261795485085713,-0.04459043726303099,0.02402895194226299,0.017211165709977078,-0.05009985594853789,-4.6421748633635235e-05,5.1353103659918093e-05,-0.002500835276292288,-0.005317249611265496,-0.011826924615119406,-0.07996320635526502,3.102576768624087e-05,4.26790222307164e-06,-0.00239426535428611
28,0.0028198657249716187,-0.016981969967278798,-0.03662515445321005,0.0039640393787236765,-0.017648648748247956,-0.04298766131859611,3.465042688381324e-05,9.871242729786216e-06,-0.001234377208413256,-0.006315932318658705,-0.012546197230130831,-0.08264240991029954,3.3224492451548777e-05,4.39326987286876e-07,-0.002461725717171388
29,-0.004725054716193764,-0.02764809272977024,-0.032088607544375154,-0.003573781795644145,-0.028261645187762054,-0.039061969956467185,6.455287448293561e-05,-7.64700631782874e-06,-0.0008648184944421814,-0.008332456433842322,-0.013188231507964505,-0.08510226802057413,3.5115624733556145e-05,-8.02111466880707e-06,-0.002486951275392778
